baujahr,stadt,Bevölkerung,DistanzNamur,DistanzMaastricht,DistanzBrüssel,DistanzLuxemburg,kaufpreis,fläche_m2,schlafzimmer,badezimmer,parkplätze,garten,Haus,Wohnung
2020,FLÉRON,16380,81,33,111,164,258000,109.0,3,1,23,0,0,1
2020,FLÉRON,16380,81,33,111,164,250000,109.0,3,1,23,0,0,1
2020,FLÉRON,16380,81,33,111,164,250000,99.0,2,1,23,0,0,1
2020,FLÉRON,16380,81,33,111,164,245000,99.0,2,1,23,0,0,1
2020,FLÉRON,16380,81,33,111,164,240000,99.0,2,1,23,0,0,1
2020,FLÉRON,16380,81,33,111,164,235000,99.0,2,1,23,0,0,1
2020,FLÉRON,16380,81,33,111,164,225000,99.0,2,1,23,0,0,1
2020,FLÉRON,16380,81,33,111,164,375000,140.0,3,2,23,0,0,0
2020,FLÉRON,16380,81,33,111,164,243000,100.0,2,1,23,0,0,1
2020,FLÉRON,16380,81,33,111,164,238000,100.0,2,1,23,0,0,1
2020,FLÉRON,16380,81,33,111,164,230000,100.0,2,1,23,0,0,1
2020,FLÉRON,16380,81,33,111,164,230000,94.0,2,1,23,0,0,1
2020,FLÉRON,16380,81,33,111,164,225000,94.0,2,1,23,0,0,1
2020,FLÉRON,16380,81,33,111,164,220000,94.0,2,1,23,0,0,1
2020,FLÉRON,16380,81,33,111,164,228000,96.0,2,1,23,0,0,1
2020,FLÉRON,16380,81,33,111,164,233000,96.0,2,1,23,0,0,1
2020,FLÉRON,16380,81,33,111,164,223000,96.0,2,1,23,0,0,1
2020,CERFONTAINE,4927,61,152,95,177,390000,331.0,4,1,3,0,1,0
2020,LIBRAMONT-CHEVIGNY,11346,83,150,142,75,234000,125.0,3,1,2,0,1,0
2020,OUPEYE,25297,73,23,103,187,216000,95.0,3,1,1,0,0,1
2020,OUPEYE,25297,73,23,103,187,226500,90.0,2,1,1,1,0,1
2020,OUPEYE,25297,73,23,103,187,293000,120.0,3,2,1,0,0,1
2020,OUPEYE,25297,73,23,103,187,293000,116.0,3,1,1,0,0,1
2020,OUPEYE,25297,73,23,103,187,238000,100.0,2,1,1,1,0,1
2020,OUPEYE,25297,73,23,103,187,218000,95.0,3,1,1,0,0,1
2020,CHAUDFONTAINE,21012,73,40,105,158,360000,118.0,3,2,3,0,0,1
2020,CHAUDFONTAINE,21012,73,40,105,158,520000,183.0,3,2,3,0,0,1
2020,CHAUDFONTAINE,21012,73,40,105,158,345000,119.0,3,2,3,0,0,1
2020,CHAUDFONTAINE,21012,73,40,105,158,295000,97.0,2,1,3,0,0,1
2020,CHAUDFONTAINE,21012,73,40,105,158,365000,132.0,3,2,3,0,0,1
2020,CHAUDFONTAINE,21012,73,40,105,158,330000,119.0,3,2,3,0,0,1
2020,CHAUDFONTAINE,21012,73,40,105,158,285000,97.0,2,1,3,0,0,1
2020,CHAUDFONTAINE,21012,73,40,105,158,350000,132.0,3,2,3,0,0,1
2020,CHAUDFONTAINE,21012,73,40,105,158,195000,74.0,1,1,3,1,0,1
2020,CHAUDFONTAINE,21012,73,40,105,158,240000,87.0,2,1,3,1,0,1
2020,CHAUDFONTAINE,21012,73,40,105,158,250000,87.0,2,1,3,1,0,1
2020,CHAUDFONTAINE,21012,73,40,105,158,215000,87.0,2,1,3,1,0,1
2020,PALISEUL,5393,77,163,136,92,225000,160.0,4,1,3,0,1,0
2020,VILLERS-LE-BOUILLET,6600,41,58,89,190,254000,160.0,3,1,2,0,1,0
2020,WANZE,13570,34,65,82,163,175000,72.0,1,1,2,1,0,1
2020,SPRIMONT,14645,83,52,116,147,390000,137.0,3,1,1,0,0,0
2020,SPRIMONT,14645,83,52,116,147,235000,88.0,2,1,1,1,0,1
2020,SPRIMONT,14645,83,52,116,147,260000,90.0,2,1,1,0,0,1
2020,SPRIMONT,14645,83,52,116,147,240000,88.0,2,1,1,0,0,1
2020,SPRIMONT,14645,83,52,116,147,302500,104.0,2,1,2,0,0,1
2020,SPRIMONT,14645,83,52,116,147,260000,93.0,2,1,1,1,0,1
2020,SPRIMONT,14645,83,52,116,147,262500,90.0,2,1,2,0,0,1
2020,SPRIMONT,14645,83,52,116,147,265000,92.0,2,1,1,0,0,0
2020,SPRIMONT,14645,83,52,116,147,237500,83.0,2,1,2,1,0,1
2020,SPRIMONT,14645,83,52,116,147,242500,86.0,2,1,2,1,0,1
2020,SPRIMONT,14645,83,52,116,147,262500,92.0,2,1,2,0,0,1
2020,SPRIMONT,14645,83,52,116,147,262500,95.0,2,1,2,1,0,1
2020,VAUX-ET-BORSET,6051,39,60,77,187,245000,140.0,3,1,1,1,1,0
2020,SPA,10543,109,61,140,130,1890000,115.0,14,5,26,1,1,0
2020,DINANT,13544,28,126,98,135,339000,147.0,3,1,1,0,0,1
2020,DINANT,13544,28,126,98,135,339000,137.0,3,1,1,0,0,1
2020,DINANT,13544,28,126,98,135,271800,107.0,2,1,1,0,0,1
2020,DINANT,13544,28,126,98,135,250200,99.0,2,1,1,0,0,1
2020,DINANT,13544,28,126,98,135,240000,98.0,2,1,1,0,0,1
2020,DINANT,13544,28,126,98,135,240000,93.0,1,1,1,0,0,1
2020,DINANT,13544,28,126,98,135,240000,100.0,2,1,1,0,0,1
2020,DINANT,13544,28,126,98,135,339000,147.0,3,1,1,0,0,1
2020,GRÂCE-HOLLOGNE,23574,56,41,94,177,269000,90.0,2,1,1,0,0,1
2020,FLÉMALLE,25140,55,47,99,182,155000,200.0,3,2,1,0,0,0
2020,OHEY,5090,29,82,90,149,345000,210.0,3,1,1,0,1,0
2020,PERWEZ-HAILLOT,696,36,77,84,152,345000,210.0,3,1,3,0,1,0
2020,BAELEN,4060,100,53,131,145,289000,192.0,3,1,1,1,1,0
2020,BAELEN,4060,100,53,131,145,304000,226.0,3,1,1,1,1,0
2020,BAELEN,4060,100,53,131,145,318000,228.0,3,1,1,1,1,0
2020,BAELEN,4060,100,53,131,145,295000,236.0,3,1,1,1,1,0
2020,BAELEN,4060,100,53,131,145,304000,254.0,3,1,1,1,1,0
2020,BAELEN,4060,100,53,131,145,292000,227.0,3,1,1,1,1,0
2020,BAELEN,4060,100,53,131,145,310000,228.0,3,1,1,1,1,0
2020,BAELEN,4060,100,53,131,145,308000,236.0,3,1,1,1,1,0
2020,DINANT,13544,28,126,98,135,339000,147.0,3,1,1,0,0,1
2020,DINANT,13544,28,126,98,135,339000,137.0,3,1,1,0,0,1
2020,DINANT,13544,28,126,98,135,271800,107.0,2,1,1,0,0,1
2020,DINANT,13544,28,126,98,135,240000,98.0,2,1,1,0,0,1
2020,DINANT,13544,28,126,98,135,240000,93.0,1,1,1,0,0,1
2020,DINANT,13544,28,126,98,135,339000,135.0,3,1,1,0,0,1
2020,DINANT,13544,28,126,98,135,339000,147.0,3,1,1,0,0,1
2020,DINANT,13544,28,126,98,135,240000,100.0,2,1,1,0,0,1
2020,LIÈGE,195965,65,32,97,166,650000,202.0,3,3,1,0,0,0
2020,HEUSY,55198,94,47,125,162,259000,110.0,3,1,1,0,0,1
2020,HEUSY,55198,94,47,125,162,259000,110.0,3,1,1,0,0,1
2020,HEUSY,55198,94,47,125,162,284000,124.0,3,1,1,0,0,1
2020,HEUSY,55198,94,47,125,162,229000,77.0,2,1,1,0,0,1
2020,HEUSY,55198,94,47,125,162,229000,94.0,2,1,1,0,0,1
2020,HEUSY,55198,94,47,125,162,214000,94.0,2,1,1,0,0,1
2020,WAREMME,15437,51,54,78,191,225000,115.0,3,1,4,1,1,0
2020,DURBUY,11374,56,83,117,141,950000,111.0,2,1,1,0,0,1
2020,DURBUY,11374,56,83,117,141,950000,111.0,2,1,1,0,0,1
2020,DURBUY,11374,56,83,117,141,950000,111.0,2,1,1,0,0,1
2020,DURBUY,11374,56,83,117,141,516640,118.0,3,1,1,0,0,1
2020,DURBUY,11374,56,83,117,141,516640,118.0,3,1,1,0,0,1
2020,DURBUY,11374,56,83,117,141,516640,118.0,3,1,1,0,0,1
2020,DURBUY,11374,56,83,117,141,382288,84.0,1,1,1,0,0,1
2020,DURBUY,11374,56,83,117,141,382288,84.0,1,1,1,0,0,1
2020,DURBUY,11374,56,83,117,141,382288,84.0,1,1,1,0,0,1
2020,DURBUY,11374,56,83,117,141,512435,106.0,2,1,1,0,0,1
2020,DURBUY,11374,56,83,117,141,676035,160.0,3,1,1,0,0,1
2020,DURBUY,11374,56,83,117,141,585598,124.0,2,1,1,0,0,1
2020,DURBUY,11374,56,83,117,141,512435,106.0,2,1,1,0,0,1
2020,DURBUY,11374,56,83,117,141,585598,124.0,2,1,1,0,0,1
2020,PESSOUX,744,32,88,93,133,285000,153.0,3,1,2,1,1,0
2020,WAIMES,7376,129,81,159,114,210000,99.0,2,1,1,0,0,1
2020,WAIMES,7376,129,81,159,114,230000,115.0,3,2,1,0,0,1
2020,WAIMES,7376,129,81,159,114,230000,115.0,3,2,1,0,0,1
2020,WAIMES,7376,129,81,159,114,210000,99.0,2,1,1,0,0,1
2020,WELKENRAEDT,9163,98,51,129,184,208882,88.0,2,1,33,0,0,1
2020,WELKENRAEDT,9163,98,51,129,184,212902,93.0,2,1,33,0,0,1
2020,WELKENRAEDT,9163,98,51,129,184,203528,88.0,2,1,33,0,0,1
2020,WELKENRAEDT,9163,98,51,129,184,202844,93.0,2,1,33,0,0,1
2020,WELKENRAEDT,9163,98,51,129,184,203320,88.0,2,1,33,0,0,1
2020,WELKENRAEDT,9163,98,51,129,184,225811,92.0,2,1,33,0,0,1
2020,WELKENRAEDT,9163,98,51,129,184,220761,96.0,2,1,33,0,0,1
2020,WELKENRAEDT,9163,98,51,129,184,257884,130.0,3,1,33,0,0,1
2020,WELKENRAEDT,9163,98,51,129,184,212830,101.0,2,1,33,0,0,1
2020,WELKENRAEDT,9163,98,51,129,184,196781,101.0,2,1,33,0,0,1
2020,WAIMES,7376,129,81,159,114,201000,91.0,3,1,10,0,0,1
2020,WAIMES,7376,129,81,159,114,205500,91.0,3,1,10,0,0,1
2020,WAIMES,7376,129,81,159,114,245000,117.0,3,1,10,0,0,0
2020,WAIMES,7376,129,81,159,114,141600,67.0,1,1,10,0,0,1
2020,WAIMES,7376,129,81,159,114,177000,80.0,2,1,10,0,0,1
2020,WAIMES,7376,129,81,159,114,180100,81.0,2,1,10,0,0,1
2020,VERVIERS,55592,94,46,124,140,305000,99.0,2,1,7,0,0,1
2020,VERVIERS,55592,94,46,124,140,305000,99.0,2,1,7,0,0,1
2020,VERVIERS,55592,94,46,124,140,290000,99.0,2,1,7,0,0,1
2020,VERVIERS,55592,94,46,124,140,290000,99.0,2,1,7,0,0,1
2020,WELKENRAEDT,9163,98,51,129,184,288065,91.0,2,1,1,0,0,1
2020,WELKENRAEDT,9163,98,51,129,184,250216,62.0,1,1,1,0,0,1
2020,WELKENRAEDT,9163,98,51,129,184,305436,104.0,3,1,1,0,0,1
2020,WELKENRAEDT,9163,98,51,129,184,250216,62.0,1,1,1,0,0,1
2020,WELKENRAEDT,9163,98,51,129,184,260521,70.0,1,1,1,0,0,1
2020,WELKENRAEDT,9163,98,51,129,184,305436,104.0,3,1,1,0,0,1
2020,WELKENRAEDT,9163,98,51,129,184,288065,91.0,2,1,1,0,0,1
2020,WELKENRAEDT,9163,98,51,129,184,260521,70.0,1,1,1,0,0,1
2020,NEUFCHÂTEAU,7770,91,144,150,63,198000,88.0,2,2,1,0,1,0
2020,NEUFCHÂTEAU,7770,91,144,150,63,190000,80.0,2,1,1,0,1,0
2020,NEUFCHÂTEAU,7770,91,144,150,63,191000,83.0,2,1,1,0,1,0
2020,SART-LEZ-SPA,8590,106,58,136,127,1890000,1150.0,14,5,20,1,1,0
2020,FLÉMALLE,25140,55,47,99,182,289500,190.0,4,1,1,0,1,0
2020,LONZÉE,1987,16,102,50,173,395000,242.0,3,1,5,0,1,0
2020,LONZÉE,1987,16,102,50,173,395000,242.0,3,1,5,0,1,0
2020,STEMBERT,55198,96,49,127,141,306542,200.0,3,1,1,0,1,0
2020,STEMBERT,55198,96,49,127,141,302266,132.0,3,1,1,0,1,0
2020,STEMBERT,55198,96,49,127,141,277597,131.0,3,1,1,0,1,0
2020,STEMBERT,55198,96,49,127,141,283862,129.0,3,1,1,0,1,0
2020,STEMBERT,55198,96,49,127,141,311614,201.0,3,1,1,0,1,0
2020,STEMBERT,55198,96,49,127,141,278938,131.0,3,1,1,0,1,0
2020,TROIS-PONTS,2445,118,81,151,135,268500,154.0,3,1,6,0,0,1
2020,TROIS-PONTS,2445,118,81,151,135,287500,169.0,3,1,6,0,0,1
2020,TROIS-PONTS,2445,118,81,151,135,205500,91.0,2,1,6,0,0,1
2020,JUPRELLE,8405,67,36,93,182,248500,125.0,3,1,14,0,0,0
2020,JUPRELLE,8405,67,36,93,182,234500,103.0,2,1,14,0,0,1
2020,JUPRELLE,8405,67,36,93,182,214500,95.0,2,1,14,0,0,1
2020,JUPRELLE,8405,67,36,93,182,222500,102.0,2,1,14,0,0,1
2020,JUPRELLE,8405,67,36,93,182,219500,95.0,2,1,14,1,0,1
2020,SOMME-LEUZE,4656,49,76,110,136,260000,166.0,3,1,2,0,1,0
2020,TINLOT,2747,54,59,97,151,324000,188.0,3,2,21,0,0,1
2020,LINCENT,3292,36,70,56,190,262667,160.0,3,1,1,1,1,0
2020,NASSOGNE,5207,59,103,120,109,220790,109.0,3,1,2,0,0,1
2020,NASSOGNE,5207,59,103,120,109,230957,109.0,3,1,2,0,0,1
2020,WALHORN,5071,103,55,133,188,319900,130.0,3,1,1,1,1,0
2020,BONCELLES,64270,67,43,103,162,390000,127.0,3,1,1,0,0,0
2020,BONCELLES,64270,67,43,103,162,215000,88.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,205000,88.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,205000,86.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,210000,88.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,200000,88.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,200000,86.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,210000,88.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,230000,97.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,200000,88.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,200000,86.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,215000,89.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,175000,64.0,1,1,1,0,0,0
2020,BONCELLES,64270,67,43,103,162,385000,121.0,3,1,1,0,0,0
2020,BONCELLES,64270,67,43,103,162,240000,97.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,220000,86.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,210000,89.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,225000,97.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,235000,97.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,215000,86.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,195000,83.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,215000,97.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,230000,97.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,200000,80.0,2,1,1,0,0,1
2020,MALMEDY,12654,121,73,151,116,265000,100.0,2,1,14,0,0,1
2020,BONCELLES,64270,67,43,103,162,205000,88.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,390000,127.0,3,1,1,0,0,0
2020,BONCELLES,64270,67,43,103,162,215000,88.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,205000,86.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,210000,88.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,200000,88.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,200000,86.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,210000,88.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,200000,88.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,200000,86.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,385000,121.0,3,1,1,0,0,0
2020,BONCELLES,64270,67,43,103,162,175000,64.0,1,1,1,0,0,0
2020,BONCELLES,64270,67,43,103,162,215000,89.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,220000,86.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,230000,97.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,240000,97.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,210000,89.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,225000,97.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,235000,97.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,215000,86.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,195000,83.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,215000,97.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,230000,97.0,2,1,1,0,0,1
2020,BONCELLES,64270,67,43,103,162,200000,80.0,2,1,1,0,0,1
2020,MESSANCY,8283,136,179,195,31,249053,94.0,2,1,1,1,0,1
2020,AMAY,14231,46,56,94,165,190000,144.0,3,1,2,0,1,0
2020,SAMBREVILLE,26949,26,112,81,184,219000,83.0,2,1,76,0,0,1
2020,ARLON,30047,129,156,188,33,474693,135.0,4,1,2,1,1,0
2020,HERSTAL,600000,72,27,103,175,270863,158.0,3,1,2,0,1,0
2020,AYWAILLE,12000,91,59,123,146,307000,215.0,4,2,3,1,1,0
2020,DURBUY,11374,56,83,117,141,255000,145.0,3,1,1,1,1,0
2020,DURBUY,11374,56,83,117,141,249500,146.0,3,1,1,1,1,0
2020,HANNUT,16676,36,71,64,185,181400,70.0,1,1,1,1,0,1
2020,ERPENT,110939,4,95,67,150,285000,110.0,2,1,23,0,0,1
2020,HUY,21293,38,68,86,162,172500,85.0,2,1,2,0,0,1
2020,ARLON,30047,129,156,188,33,448948,135.0,4,1,2,1,1,0
2020,VISÉ,17925,78,18,95,182,243000,96.0,2,1,23,0,0,1
2020,HEURE-LE-ROMAIN,2136,74,24,105,189,271490,185.0,4,2,2,0,1,0
2020,CINEY,16439,30,119,91,132,179000,67.0,1,1,23,0,0,1
2020,CINEY,16439,30,119,91,132,156000,52.0,1,1,23,0,0,1
2020,CINEY,16439,30,119,91,132,215000,81.0,2,1,23,0,0,1
2020,CINEY,16439,30,119,91,132,175000,67.0,1,1,23,0,0,1
2020,CINEY,16439,30,119,91,132,168000,62.0,1,1,23,0,0,1
2020,CINEY,16439,30,119,91,132,165000,54.0,1,1,23,0,0,1
2020,CINEY,16439,30,119,91,132,212000,76.0,1,1,23,0,0,1
2020,CINEY,16439,30,119,91,132,215000,81.0,2,1,23,0,0,1
2020,CINEY,16439,30,119,91,132,158000,52.0,1,1,23,0,0,1
2020,CINEY,16439,30,119,91,132,210000,81.0,2,1,23,0,0,1
2020,CINEY,16439,30,119,91,132,154000,52.0,1,1,23,0,0,1
2020,CINEY,16439,30,119,91,132,212000,76.0,2,1,23,0,0,1
2020,CINEY,16439,30,119,91,132,169000,52.0,1,1,23,1,0,1
2020,ARLON,30047,129,156,188,33,480069,135.0,4,1,2,1,1,0
2020,ERPENT,110939,4,95,67,150,295000,110.0,3,1,44,1,0,1
2020,ROCOURT,197355,63,32,97,166,249500,94.0,2,1,1,0,0,1
2020,KETTENIS,4000,103,55,133,188,291210,118.0,3,1,1,0,0,1
2020,ANS,27322,63,35,91,173,209500,99.0,2,1,2,0,0,0
2020,CINEY,16439,30,119,91,132,260000,116.0,3,2,2,0,0,0
2020,CINEY,16439,30,119,91,132,246500,103.0,2,1,2,0,0,0
2020,CINEY,16439,30,119,91,132,165000,55.0,1,1,2,0,0,1
2020,CINEY,16439,30,119,91,132,205500,82.0,2,1,2,0,0,1
2020,CINEY,16439,30,119,91,132,154500,57.0,1,1,2,0,0,1
2020,CINEY,16439,30,119,91,132,271500,140.0,3,2,1,1,0,1
2020,CINEY,16439,30,119,91,132,260000,123.0,3,1,1,0,0,1
2020,HEUSY,55198,94,47,125,162,259000,130.0,4,1,2,0,1,0
2020,HEUSY,55198,94,47,125,162,245000,130.0,4,1,2,0,1,0
2020,VERVIERS,55592,94,46,124,140,239000,130.0,4,1,2,0,1,0
2020,VERVIERS,55592,94,46,124,140,239000,130.0,4,2,2,0,1,0
2020,VERVIERS,55592,94,46,124,140,255000,130.0,4,2,2,0,1,0
2020,HEUSY,55198,94,47,125,162,245000,130.0,4,1,2,0,1,0
2020,HEUSY,55198,94,47,125,162,259000,130.0,4,1,2,0,1,0
2020,VERVIERS,55592,94,46,124,140,255000,130.0,4,1,2,0,1,0
2020,STEMBERT,55198,96,49,127,141,306542,200.0,3,1,1,0,1,0
2020,STEMBERT,55198,96,49,127,141,302266,132.0,3,1,1,0,1,0
2020,VISÉ,17925,78,18,95,182,242000,88.0,2,1,1,1,0,1
2020,VISÉ,17925,78,18,95,182,216000,80.0,2,1,1,1,0,1
2020,HERMALLE-SOUS-ARGENTEAU,23581,75,20,105,179,216000,80.0,2,1,1,1,0,1
2020,HERMALLE-SOUS-ARGENTEAU,23581,75,20,105,179,242000,88.0,2,1,1,1,0,1
2020,SAINT-VITH,9169,141,93,171,93,380000,140.0,3,1,1,1,0,1
2020,SAINT-VITH,9169,141,93,171,93,327000,126.0,3,1,1,1,0,1
2020,SAINT-VITH,9169,141,93,171,93,330000,126.0,3,1,1,1,0,1
2020,SAINT-VITH,9169,141,93,171,93,315000,126.0,3,1,1,1,0,1
2020,SAINT-VITH,9169,141,93,171,93,321000,126.0,3,1,1,1,0,1
2020,SAINT-VITH,9169,141,93,171,93,316000,125.0,3,1,1,1,0,1
2020,SAINT-VITH,9169,141,93,171,93,275000,112.0,2,1,1,1,0,1
2020,SAINT-VITH,9169,141,93,171,93,269000,112.0,2,1,1,1,0,1
2020,SAINT-VITH,9169,141,93,171,93,265000,111.0,2,1,1,1,0,1
2020,SAINT-VITH,9169,141,93,171,93,230000,77.0,1,1,1,1,0,1
2020,CINEY,16439,30,119,91,132,285000,153.0,3,1,3,1,1,0
2020,JEMEPPE-SUR-SAMBRE,17990,29,103,75,175,239000,112.0,3,1,2,0,1,0
2020,HUY,21293,38,68,86,162,171000,84.0,2,1,2,0,0,1
2020,HUY,21293,38,68,86,162,171000,84.0,2,1,2,0,0,1
2020,CIERGNON,67,42,129,101,116,237652,146.0,3,1,3,1,1,0
2020,LONZÉE,1987,16,102,50,173,245000,97.0,3,1,1,0,1,0
2020,VILLERS-L'EVÈQUE,1731,64,43,86,180,250000,150.0,3,1,1,0,0,0
2020,VILLERS-L'EVÈQUE,1731,64,43,86,180,250000,150.0,3,1,1,0,0,0
2020,VILLERS-L'EVÈQUE,1731,64,43,86,180,199000,96.0,2,1,1,0,0,1
2020,VILLERS-L'EVÈQUE,1731,64,43,86,180,199000,96.0,2,1,1,0,0,1
2020,VILLERS-L'EVÈQUE,1731,64,43,86,180,175000,87.0,1,1,1,0,0,1
2020,FORVILLE,1467,22,79,65,170,211900,81.0,2,1,2,0,0,1
2020,FORVILLE,1467,22,79,65,170,251900,108.0,3,1,2,0,0,1
2020,FORVILLE,1467,22,79,65,170,259362,118.0,3,1,2,0,0,1
2020,FORVILLE,1467,22,79,65,170,226000,91.0,2,1,2,1,0,1
2020,FORVILLE,1467,22,79,65,170,250375,116.0,3,1,2,1,0,1
2020,FALISOLLE,3448,25,117,85,188,300000,150.0,4,1,2,0,1,0
2020,EUPEN,20026,101,54,132,149,275000,110.0,2,2,1,0,0,0
2020,EUPEN,20026,101,54,132,149,275000,113.0,2,2,1,0,0,0
2020,EUPEN,20026,101,54,132,149,275000,115.0,2,2,1,0,0,0
2020,EUPEN,20026,101,54,132,149,220100,79.0,2,1,1,0,0,1
2020,EUPEN,20026,101,54,132,149,220100,76.0,2,1,1,0,0,1
2020,EUPEN,20026,101,54,132,149,220100,80.0,2,1,1,0,0,1
2020,EUPEN,20026,101,54,132,149,220100,79.0,2,1,1,0,0,1
2020,EUPEN,20026,101,54,132,149,220100,76.0,2,1,1,0,0,1
2020,EUPEN,20026,101,54,132,149,220100,80.0,2,1,1,0,0,1
2020,WAULSORT,5979,23,138,110,147,219000,240.0,3,1,2,0,1,0
2020,CIERGNON,67,42,129,101,116,234000,138.0,3,1,2,0,1,0
2020,CIERGNON,67,42,129,101,116,234000,138.0,3,1,2,0,1,0
2020,CIERGNON,67,42,129,101,116,236000,138.0,3,1,2,0,1,0
2020,CIERGNON,67,42,129,101,116,237000,138.0,3,1,2,0,1,0
2020,WARMIFONTAINE,6652,92,151,151,67,242500,146.0,3,1,2,0,1,0
2020,WARMIFONTAINE,6652,92,151,151,67,240000,138.0,3,1,2,0,1,0
2020,WARMIFONTAINE,6652,92,151,151,67,240000,138.0,3,1,4,0,1,0
2020,WARMIFONTAINE,6652,92,151,151,67,232500,138.0,3,1,2,0,1,0
2020,WAREMME,15437,51,54,78,191,220000,100.0,2,1,2,0,0,1
2020,WAREMME,15437,51,54,78,191,250000,100.0,2,1,2,1,0,1
2020,WAREMME,15437,51,54,78,191,265000,112.0,3,1,2,0,0,1
2020,WAREMME,15437,51,54,78,191,228000,102.0,2,1,2,0,0,1
2020,WAREMME,15437,51,54,78,191,235000,95.0,2,1,2,0,0,1
2020,HANNUT,16676,36,71,64,185,220000,100.0,2,1,2,0,0,1
2020,HANNUT,16676,36,71,64,185,250000,100.0,2,1,2,1,0,1
2020,HANNUT,16676,36,71,64,185,265000,112.0,3,1,2,0,0,1
2020,HANNUT,16676,36,71,64,185,228000,102.0,2,1,2,0,0,1
2020,HANNUT,16676,36,71,64,185,235000,95.0,2,1,2,0,0,1
2020,BRAIVES,6396,43,68,71,169,220000,100.0,2,1,2,0,0,1
2020,BRAIVES,6396,43,68,71,169,235000,95.0,2,1,2,0,0,1
2020,BRAIVES,6396,43,68,71,169,228000,102.0,2,1,2,0,0,1
2020,BRAIVES,6396,43,68,71,169,265000,112.0,3,1,2,0,0,1
2020,BRAIVES,6396,43,68,71,169,250000,100.0,2,1,2,1,0,1
2020,HERMALLE-SOUS-ARGENTEAU,23581,75,20,105,179,323842,118.0,3,1,1,0,1,0
2020,HERMALLE-SOUS-ARGENTEAU,23581,75,20,105,179,336054,126.0,3,1,1,0,1,0
2020,HERMALLE-SOUS-ARGENTEAU,23581,75,20,105,179,324555,118.0,3,1,1,0,1,0
2020,HERMALLE-SOUS-ARGENTEAU,23581,75,20,105,179,324416,118.0,3,1,1,0,1,0
2020,HERMALLE-SOUS-ARGENTEAU,23581,75,20,105,179,327546,120.0,3,1,1,0,1,0
2020,STAVELOT,7160,123,75,154,141,324500,110.0,2,1,1,0,0,1
2020,HUY,21293,38,68,86,162,185000,105.0,2,1,1,0,0,1
2020,PETIT-RECHAIN,55198,89,42,120,143,188979,81.0,2,1,1,0,0,1
2020,PETIT-RECHAIN,55198,89,42,120,143,188384,81.0,2,1,1,0,0,1
2020,PETIT-RECHAIN,55198,89,42,120,143,245870,123.0,2,2,1,0,0,0
2020,PETIT-RECHAIN,55198,89,42,120,143,193107,83.0,2,1,1,0,0,1
2020,PETIT-RECHAIN,55198,89,42,120,143,167560,69.0,1,1,1,0,0,1
2020,PETIT-RECHAIN,55198,89,42,120,143,192244,83.0,2,1,1,0,0,1
2020,VERVIERS,55592,94,46,124,140,295000,282.0,5,3,4,0,1,0
